instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
313,14/01/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,61
314,14/01/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,77
315,14/01/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64
316,14/01/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68
317,14/01/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
318,14/01/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
319,14/01/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,139
320,14/01/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,92
321,14/01/2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,68
322,14/01/2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,52
323,14/01/2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,36
324,14/01/2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,27
325,15/01/2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,28
326,15/01/2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20
327,15/01/2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12
328,15/01/2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,8
329,15/01/2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,5
330,15/01/2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,1
331,15/01/2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3
332,15/01/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,10
333,15/01/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,23
334,15/01/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,33
335,15/01/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,59
336,15/01/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,72
337,15/01/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
338,15/01/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,101
339,15/01/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,118
340,15/01/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,129
341,15/01/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,128
342,15/01/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,83
343,15/01/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,84
344,15/01/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,74
345,15/01/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,41
346,15/01/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,57
347,15/01/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26
348,15/01/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,44
349,16/01/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,39
350,16/01/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,23
351,16/01/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,16
352,16/01/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,15
353,16/01/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
354,16/01/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,2
355,16/01/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1
356,16/01/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3
357,16/01/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
358,16/01/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,32
359,16/01/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,79
360,16/01/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,93
361,16/01/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,104
362,16/01/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,118
363,16/01/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,91
364,16/01/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,113
365,16/01/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,99
366,16/01/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,105
367,16/01/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,67
368,16/01/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,61
369,16/01/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,57
370,16/01/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,28
371,16/01/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,21
372,16/01/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18
373,17/01/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,17
374,17/01/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,16
375,17/01/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8
376,17/01/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,2
377,17/01/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,3
378,17/01/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
379,17/01/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,5
380,17/01/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,13
381,17/01/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,33
382,17/01/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,47
383,17/01/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,57
384,17/01/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,64
385,17/01/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,80
386,17/01/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,93
387,17/01/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,86
388,17/01/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,93
389,17/01/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,82
390,17/01/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,71
391,17/01/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,92
392,17/01/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,60
393,17/01/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,33
394,17/01/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,27
395,17/01/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,13
396,17/01/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,4
397,18/01/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,3
398,18/01/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,22
399,18/01/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,28
400,18/01/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,35
401,18/01/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61
402,18/01/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,125
403,18/01/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,133
404,18/01/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,99
405,18/01/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,83
406,18/01/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41
407,18/01/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,33
408,18/01/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,20
409,19/01/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,3
410,19/01/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,7
411,19/01/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3
412,19/01/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,2
413,19/01/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7
414,19/01/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32
415,19/01/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,90
416,19/01/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,197
417,19/01/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,109
418,19/01/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,47
419,19/01/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,52
420,19/01/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,70
421,19/01/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,78
422,19/01/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,75
423,19/01/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,82
424,19/01/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,104
425,19/01/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,197
426,19/01/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,161
427,19/01/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
428,19/01/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,76
429,19/01/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,59
430,19/01/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,59
431,19/01/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,28
432,20/01/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,13
433,20/01/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,5
434,20/01/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,2
435,20/01/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1
436,20/01/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1
437,20/01/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,6
438,20/01/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,35
439,20/01/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,101
440,20/01/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,249
441,20/01/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,143
442,20/01/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,57
443,20/01/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,68
444,20/01/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,84
445,20/01/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,98
446,20/01/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,81
447,20/01/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,70
448,20/01/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,91
449,20/01/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,215
450,20/01/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,185
451,20/01/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,152
452,20/01/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,126
453,20/01/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,57
454,20/01/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,56
455,20/01/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,31
456,21/01/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,21
457,21/01/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,6
458,21/01/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,2
459,21/01/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,1
460,21/01/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,1
461,21/01/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,5
462,21/01/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,27
463,21/01/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,68
464,21/01/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,217
465,21/01/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,166
466,21/01/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,63
467,21/01/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,59
468,21/01/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,78
469,21/01/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,73
470,21/01/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,62
471,21/01/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,65
472,21/01/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,97
473,21/01/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,161
474,21/01/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,120
475,21/01/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,96
476,21/01/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,53
477,21/01/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,41
478,21/01/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,34
479,21/01/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,27
480,22/01/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,13
481,22/01/2011,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,12
482,22/01/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,11
483,22/01/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,7
484,22/01/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,3
485,22/01/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,2
486,22/01/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,8
487,22/01/2011,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,27
488,22/01/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,40
489,22/01/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,53
490,22/01/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,63
491,22/01/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,70
492,22/01/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,84
493,22/01/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,75
494,22/01/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,103
495,22/01/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,83
496,22/01/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,67
497,22/01/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,54
498,22/01/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,59
499,22/01/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,45
500,22/01/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,39
501,22/01/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,30
502,22/01/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,33
503,23/01/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,22
504,23/01/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,13
505,23/01/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,18
506,23/01/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,5
507,23/01/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
508,23/01/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1
509,23/01/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,2
510,23/01/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,19
511,23/01/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,28
512,23/01/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,58
513,23/01/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,99
514,23/01/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,116
515,23/01/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,87
516,23/01/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,110
517,23/01/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,77
518,23/01/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,65
519,23/01/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,55
520,23/01/2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,49
521,23/01/2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,50
522,23/01/2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,35
523,23/01/2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,25
524,23/01/2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,28
525,23/01/2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,21
526,24/01/2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,7
527,24/01/2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,1
528,24/01/2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,1
529,24/01/2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,1
530,24/01/2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5
531,24/01/2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,15
532,24/01/2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,84
533,24/01/2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,177
534,24/01/2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,102
535,24/01/2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,40
536,24/01/2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,46
537,24/01/2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,63
538,24/01/2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,60
539,24/01/2011,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,45
540,24/01/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,57
541,24/01/2011,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,70
542,24/01/2011,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,184
543,24/01/2011,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,153
544,24/01/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,106
545,24/01/2011,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,81
546,24/01/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,59
547,24/01/2011,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,35
548,24/01/2011,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,24
549,25/01/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,9
550,25/01/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,5
551,25/01/2011,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,2
552,25/01/2011,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,1
553,25/01/2011,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9
554,25/01/2011,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,36
555,25/01/2011,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,108
556,25/01/2011,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,238
557,25/01/2011,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,144
558,25/01/2011,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,55
559,25/01/2011,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,61
560,25/01/2011,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,106
561,25/01/2011,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,93
562,25/01/2011,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0,68
563,25/01/2011,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0,84
564,25/01/2011,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0,116
565,25/01/2011,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0,222
566,25/01/2011,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,225
567,25/01/2011,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,146
568,25/01/2011,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,119
569,25/01/2011,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,45
570,25/01/2011,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,53
571,25/01/2011,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,40
572,26/01/2011,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,17
573,26/01/2011,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,5
574,26/01/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,10
575,26/01/2011,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,1
576,26/01/2011,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
577,26/01/2011,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,30
578,26/01/2011,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,72
579,26/01/2011,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,58
580,26/01/2011,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,28
581,26/01/2011,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,41
582,26/01/2011,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,48
583,26/01/2011,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,47
584,26/01/2011,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,36
585,26/01/2011,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,43
586,26/01/2011,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,36
587,26/01/2011,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,26
588,27/01/2011,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,24
589,27/01/2011,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,84
590,27/01/2011,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,104
591,27/01/2011,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,79
592,27/01/2011,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,59
593,27/01/2011,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,38
594,27/01/2011,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,27
595,27/01/2011,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,16
596,28/01/2011,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,9
597,28/01/2011,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,3
598,28/01/2011,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,2
599,28/01/2011,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1
600,28/01/2011,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,4
601,28/01/2011,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,16
602,28/01/2011,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,60
603,28/01/2011,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,157
604,28/01/2011,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,101
605,28/01/2011,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,49
606,28/01/2011,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30
607,28/01/2011,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,29
608,28/01/2011,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,31
609,28/01/2011,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0,38
610,28/01/2011,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0,41
611,28/01/2011,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0,80
612,28/01/2011,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,149
613,28/01/2011,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,109
614,28/01/2011,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,89
615,28/01/2011,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,62
616,28/01/2011,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,58
617,28/01/2011,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,26
618,28/01/2011,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,23
619,29/01/2011,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,28
620,29/01/2011,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,20
621,29/01/2011,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,15
622,29/01/2011,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,8
623,29/01/2011,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,3
624,29/01/2011,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,2
625,29/01/2011,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,5
